taxid	count	resolved_rank	kingdom	phylum	class	order	family	genus	species
167573	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Burmanniaceae	Burmannia	Burmannia coelestis
167584	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea dumetorum
167585	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea glabra
167587	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea hispida
167593	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea schimperiana
167626	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Strongylodon	Strongylodon macrobotrys
167684	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Exhalimolobos	Exhalimolobos weddellii
167756	1	species		Euglenozoa	Euglenophyceae	Euglenales	Euglenaceae	Colacium	Colacium mucronatum
167760	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus engleriana
167762	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus lucida
167764	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus longipetiolata
167892	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia clethroides
167897	1	species	Viridiplantae	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Sarmentypnum	Sarmentypnum exannulatum
167908	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	Olea lancea
167917	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Verbenaceae	Duranta	Duranta erecta
167919	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Schnabelia	Schnabelia oligophylla
167920	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Caryopteris	Caryopteris forrestii
167921	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Clerodendrum	Clerodendrum japonicum
167922	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Clerodendrum	Clerodendrum thomsoniae
167981	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Alniphyllum	Alniphyllum fortunei
167983	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Bruinsmia	Bruinsmia styracoides
167985	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Melliodendron	Melliodendron xylocarpum
167987	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Pterostyrax	Pterostyrax corymbosus
167989	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Pterostyrax	Pterostyrax hispidus
167990	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Pterostyrax	Pterostyrax psilophyllus
167999	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	Anemone hortensis
168002	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemonastrum	Anemonastrum narcissiflorum
168011	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Hepatica	Hepatica nobilis
168012	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Hepatica	Hepatica transsilvanica
168115	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Perkinsiodendron	Perkinsiodendron macgregorii
168120	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Changiostyrax	Changiostyrax dolichocarpus
168121	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Huodendron	Huodendron tibeticum
168123	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Styracaceae	Sinojackia	Sinojackia xylocarpa
168161	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus wutaishanica
168165	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	Castanea henryi
168180	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Costaceae	Costus	Costus dubius
168340	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Heliotropiaceae	Heliotropium	Heliotropium arbainense
168488	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja alternifolia
168489	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja americana
168491	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja colvilei
168493	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja crispa
168494	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja fallowiana
168495	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja globosa
168497	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja lindleyana
168499	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja macrostachya
168500	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja nivea
168503	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja salviifolia
168507	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja yunnanensis
168535	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Coursetia	Coursetia rostrata
168559	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer davidii
168561	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer griseum
168562	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer henryi
168564	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer mandshuricum
168566	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer monspessulanum
168567	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer opalus
168568	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer paxii
168570	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer pubinerve
168572	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer tetramerum
168575	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Dipteronia	Dipteronia dyeriana
168825	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys affinis
168831	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Gymnospermium	Gymnospermium microrrhynchum
168834	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Plagiorhegma	Plagiorhegma dubium
168836	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Enemion	Enemion raddeanum
169053	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer cappadocicum
169068	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Alyssum	Alyssum alyssoides
169074	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Kernera	Kernera saxatilis
169179	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium pendulum
169180	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium primulinum
169217	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia microdasys
169218	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Rhipsalis	Rhipsalis teres
169262	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Barbeuiaceae	Barbeuia	Barbeuia madagascariensis
169268	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Seguieria	Seguieria aculeata
169284	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona x atemoya
169607	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tagetes	Tagetes minuta
169771	1	species			Phaeophyceae	Laminariales	Lessoniaceae	Lessonia	Lessonia flavicans
169774	1	species			Phaeophyceae	Laminariales	Laminariaceae	Macrocystis	Macrocystis integrifolia
169784	1	species			Phaeophyceae	Laminariales	Agaraceae	Dictyoneurum	Dictyoneurum californicum
169980	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Butia	Butia eriospatha
169987	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Acrocomia	Acrocomia aculeata
169989	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Desmoncus	Desmoncus orthacanthos
170349	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Luculia	Luculia pinceana
170351	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Mitragyna	Mitragyna speciosa
170437	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Halimedaceae	Udotea	Udotea flabellum
170465	1	species	Viridiplantae	Streptophyta	Bryopsida	Hypnales	Meteoriaceae	Barbella	Barbella flagellifera
170584	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Tryonia	Tryonia myriophylla
170708	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Gastoniella	Gastoniella chaerophylla
170715	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Pteris	Pteris multifida
170727	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum platycarpum
170919	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	Androsace paxiana
170920	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula cicutariifolia
170921	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula filchnerae
170923	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula merrilliana
170924	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula obconica
170926	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula sinensis
170927	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula veris
171009	1	species	Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Zamiaceae	Ceratozamia	Ceratozamia hildae
171010	1	species	Viridiplantae	Streptophyta	Cycadopsida	Cycadales	Cycadaceae	Cycas	Cycas bifida
171204	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer barbinerve
171206	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer caudatifolium
171212	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer lobelii
171213	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer nikoense
171214	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer miyabei
171216	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer oliverianum
171218	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer stachyophyllum
171221	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer ukurunduense
171249	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus limonia
171251	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus	Citrus medica
171296	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Achimenes	Achimenes cettoana
171763	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chuquiraga	Chuquiraga oppositifolia
171780	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Dasyphyllum	Dasyphyllum popayanense
171822	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	Draba nemorosa
171880	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Chuquiraga	Chuquiraga rotundifolia
171881	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer caesium
171883	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Aesculus	Aesculus wangii
171884	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Sapindus	Sapindus delavayi
171886	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus atrorubens
171890	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus lividus
171896	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus niger
171900	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus thibetanus
171901	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus torquatus
171908	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Leptopyrum	Leptopyrum fumarioides
171909	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	Helleborus argutifolius
171910	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula	Campanula carpatica
171929	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium	Anacardium occidentale
171931	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Bouea	Bouea macrophylla
171932	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera cochinchinensis
171933	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera caloneura
171935	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera foetida
171938	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera odorata
171939	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera pentandra
171943	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera macrocarpa
171944	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera sylvatica
171959	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Sorghum	Sorghum x drummondii
171969	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Carnegiea	Carnegiea gigantea
171973	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Stenocereus	Stenocereus thurberi
172013	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Ceriops	Ceriops decandra
172095	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia handelii
172097	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia	Begonia henryi
172263	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum bukasovii
172264	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum raphanifolium
172266	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia cordata
172643	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Ulmaceae	Zelkova	Zelkova schneideriana
172644	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Broussonetia	Broussonetia papyrifera
172645	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium falconeri
172646	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium wardianum
172790	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum phureja
172792	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum gourlayi
172793	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum jamesii
172794	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum leptophyes
172795	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum neorossii
172796	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum sparsipilum
172797	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum stenotomum
172945	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria multipartita
172946	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria ornata
172949	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria textorii
172951	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria usneoides
172960	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria cervicornis
172961	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria domingensis
172962	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria bursa-pastoris
172966	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria edulis
172968	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria salicornia
172972	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria spinulosa
172974	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	Gracilaria urvillei
172976	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilariopsis	Gracilariopsis longissima
172978	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilariopsis	Gracilariopsis heteroclada
172989	1	species		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Melanthalia	Melanthalia intermedia
173034	1	species		Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Rhodochorton	Rhodochorton tenue
173275	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra americana
173276	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra monosperma
173277	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra frustillata
173278	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra intermedia
173279	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra minuta
173280	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra equisetina
173281	1	species	Viridiplantae	Streptophyta	Gnetopsida	Ephedrales	Ephedraceae	Ephedra	Ephedra andina
173370	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Trentepohliales	Trentepohliaceae	Cephaleuros	Cephaleuros parasiticus
173371	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Trentepohliales	Trentepohliaceae	Cephaleuros	Cephaleuros virescens
173386	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Droseraceae	Aldrovanda	Aldrovanda vesiculosa
173423	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	Drosera rotundifolia
173437	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Anoectochilus	Anoectochilus formosanus
173462	1	species		Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Pterothamnion	Pterothamnion plumula
173468	1	species		Rhodophyta	Florideophyceae	Acrosymphytales	Schimmelmanniaceae	Schimmelmannia	Schimmelmannia schousboei
173495	1	species	Viridiplantae	Chlorophyta	Ulvophyceae	Oltmannsiellopsidales	Oltmannsiellopsidaceae	Neodangemannia	Neodangemannia microcystis
173497	1	species	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Pseudochlorella	Pseudochlorella signiensis
173545	1	species		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	Polysiphonia stricta
173669	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Garryales	Garryaceae	Aucuba	Aucuba chinensis
173670	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Garryales	Garryaceae	Aucuba	Aucuba eriobotryifolia
173701	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Boswellia	Boswellia sacra
173847	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Paspalum	Paspalum fimbriatum
173850	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Cenchrus	Cenchrus clandestinus
173852	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Urochloa	Urochloa reptans
173874	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Cyclosorus	Cyclosorus interruptus
173909	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Macrothelypteris	Macrothelypteris torresiana
173912	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Phegopteris	Phegopteris aurita
173977	1	species			Cryptophyceae	Pyrenomonadales	Chroomonadaceae	Chroomonas	Chroomonas placoidea
174164	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemonastrum	Anemonastrum flaccidum
174168	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	Anemone occidentalis
174170	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemonastrum	Anemonastrum trullifolium
174171	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Clematis	Clematis hexapetala
174182	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Aglaonema	Aglaonema modestum
174187	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Amorphophallus	Amorphophallus paeoniifolius
174190	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Caladium	Caladium bicolor
174192	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Anubias	Anubias barteri
174218	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Monstera	Monstera adansonii
174249	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	Rhododendron kawakamii
174534	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Polygalaceae	Polygala	Polygala arillata
174551	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Polygalaceae	Polygala	Polygala tatarinowii
174557	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Polygalaceae	Salomonia	Salomonia cantoniensis
174648	1	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pueraria	Pueraria montana
174650	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex hastatus
174652	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex nepalensis
174654	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Thelypteris	Thelypteris arida
174962	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Uvaria	Uvaria dulcis
175026	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Maesa	Maesa japonica
175042	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula algida
175046	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula bracteata
175048	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula capitata
175050	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula chungensis
175057	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula dryadifolia
175065	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula flaccida
175067	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula forbesii
175068	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula forrestii
175069	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula gemmifera
175070	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula geraniifolia
175090	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula pulchella
175091	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula pumilio
175096	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula septemloba
175097	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula sonchifolia
175101	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula taliensis
175103	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula vialii
175105	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula waltonii
